40.782092,-73.706096,40.738266,-73.645343,20,9.7
40.782092,-73.706096,40.704714,-73.676407,22,10.9
40.782092,-73.706096,40.842016,-73.691137,23,10.9
40.782092,-73.706096,40.78037,-73.23809,42,47.2
40.782092,-73.706096,40.7727856,-73.7005249,9,2.3
40.782092,-73.706096,40.735245,-73.592722,20,17.7
40.782092,-73.706096,40.7925453,-73.6456646,14,9.2
40.782092,-73.706096,40.746001,-73.631292,18,14.9
40.782092,-73.706096,40.657729,-73.584096,26,27.3
40.782092,-73.706096,40.6707248,-73.4243747,37,38.9
40.782092,-73.706096,40.742055,-73.6401,21,11.9
40.782092,-73.706096,40.66452,-73.7035,25,19.6
40.782092,-73.706096,40.856387,-73.612433,26,19.3
40.782092,-73.706096,40.71229,-73.610169,22,21.3
40.782092,-73.706096,40.70436,-73.40356,35,39.3
40.782092,-73.706096,40.608555,-73.754057,35,25.2
40.782092,-73.706096,40.705463,-73.592009,24,21.3
40.782092,-73.706096,40.792545,-73.645665,14,9.2
40.782092,-73.706096,40.739555,-73.638812,21,10.4
40.782092,-73.706096,40.8092988,-73.4862433,23,24.4
40.782092,-73.706096,40.681024,-73.753401,23,18.3
40.782092,-73.706096,40.685787,-73.714479,18,16.4
40.782092,-73.706096,40.755518,-73.707367,13,4.8
40.782092,-73.706096,40.7996,-73.73342,13,5.1
40.782092,-73.706096,40.738573,-73.851551,21,16.1
40.782092,-73.706096,40.770112,-73.649735,13,8.4
40.782092,-73.706096,40.708824,-73.602244,23,21.5
40.782092,-73.706096,40.71785,-73.621276,23,17.2
40.782092,-73.706096,40.713536,-73.606677,23,21.2
40.782092,-73.706096,40.827114,-73.664382,22,9.8
40.782092,-73.706096,40.774993,-73.533036,21,19.2
40.782092,-73.706096,40.735245,-73.592722,20,17.7
40.782092,-73.706096,40.735245,-73.592722,20,17.7
40.782092,-73.706096,40.8206143,-73.4576589,26,27.1
40.782092,-73.706096,40.735439,-73.591681,18,16.7
40.782092,-73.706096,40.678884,-73.574964,25,25.0
40.782092,-73.706096,40.70123,-73.61954,27,26.3
40.782092,-73.706096,40.706765,-73.680178,23,10.9
40.782092,-73.706096,40.755381,-73.691605,13,5.4
40.782092,-73.706096,40.83834,-73.29381,38,43.1
40.782092,-73.706096,40.701499,-73.717697,19,14.3
40.782092,-73.706096,40.735245,-73.592722,20,17.7
40.782092,-73.706096,40.781565,-73.715914,8,2.3
40.782092,-73.706096,40.663573,-73.698226,24,21.2
40.782092,-73.706096,40.701707,-73.567418,23,21.9
40.782092,-73.706096,40.7820921,-73.7060959,4,0.9
40.782092,-73.706096,40.668213,-73.582394,25,26.4
40.782092,-73.706096,40.6955337,-73.5257994,27,27.8
40.782092,-73.706096,40.739555,-73.638812,21,10.4
40.782092,-73.706096,40.814509,-73.232305,37,45.5
40.782092,-73.706096,40.701707,-73.567418,23,21.9
40.782092,-73.706096,40.771408,-73.641801,15,9.0
40.782092,-73.706096,40.7530309,-73.5649697,21,21.1
40.782092,-73.706096,40.750626,-73.635092,19,11.5
40.782092,-73.706096,40.7718,-73.510222,25,23.3
40.782092,-73.706096,40.771127,-73.828445,20,18.0
40.782092,-73.706096,40.6898952,-73.6886849,22,19.9
40.782092,-73.706096,40.6737124,-73.5081048,28,31.2
40.782092,-73.706096,40.7015691,-73.5673144,23,22.0
40.782092,-73.706096,40.74602,-73.578161,22,17.9
40.782092,-73.706096,40.81399,-73.66153,19,8.3
40.782092,-73.706096,40.71188,-73.790268,21,14.8
40.782092,-73.706096,40.735245,-73.592722,20,17.7
40.782092,-73.706096,40.782092,-73.706096,1,1.0
40.782092,-73.706096,40.739555,-73.638812,21,10.4
40.782092,-73.706096,40.647754,-73.575654,26,27.7
40.782092,-73.706096,40.739555,-73.638812,21,10.4
40.782092,-73.706096,40.663573,-73.698226,24,21.2
40.782092,-73.706096,40.735245,-73.592722,20,17.7
40.782092,-73.706096,40.735245,-73.592722,20,17.7
40.782092,-73.706096,40.749754,-73.504653,27,22.6
40.782092,-73.706096,40.738266,-73.645343,20,9.7
40.782092,-73.706096,40.704714,-73.676407,22,10.9
40.782092,-73.706096,40.842016,-73.691137,23,10.9
40.782092,-73.706096,40.78037,-73.23809,42,47.2
40.782092,-73.706096,40.7727856,-73.7005249,9,2.3
40.782092,-73.706096,40.735245,-73.592722,20,17.7
40.782092,-73.706096,40.7925453,-73.6456646,14,9.2
40.782092,-73.706096,40.746001,-73.631292,18,14.9
40.782092,-73.706096,40.657729,-73.584096,26,27.3
40.782092,-73.706096,40.6707248,-73.4243747,37,38.9
40.782092,-73.706096,40.742055,-73.6401,21,11.9
40.782092,-73.706096,40.66452,-73.7035,25,19.6
40.782092,-73.706096,40.856387,-73.612433,26,19.3
40.782092,-73.706096,40.71229,-73.610169,22,21.3
40.782092,-73.706096,40.70436,-73.40356,35,39.3
40.782092,-73.706096,40.608555,-73.754057,35,25.2
40.782092,-73.706096,40.705463,-73.592009,24,21.3
40.782092,-73.706096,40.792545,-73.645665,14,9.2
40.782092,-73.706096,40.739555,-73.638812,21,10.4
40.782092,-73.706096,40.8092988,-73.4862433,23,24.4
40.782092,-73.706096,40.681024,-73.753401,23,18.3
40.782092,-73.706096,40.685787,-73.714479,18,16.4
40.782092,-73.706096,40.755518,-73.707367,13,4.8
40.782092,-73.706096,40.7996,-73.73342,13,5.1
40.782092,-73.706096,40.738573,-73.851551,21,16.1
40.782092,-73.706096,40.770112,-73.649735,13,8.4
40.782092,-73.706096,40.708824,-73.602244,23,21.5
40.782092,-73.706096,40.71785,-73.621276,23,17.2
40.782092,-73.706096,40.713536,-73.606677,23,21.2
40.782092,-73.706096,40.827114,-73.664382,22,9.8
40.782092,-73.706096,40.774993,-73.533036,21,19.2
40.782092,-73.706096,40.735245,-73.592722,20,17.7
40.782092,-73.706096,40.735245,-73.592722,20,17.7
40.782092,-73.706096,40.8206143,-73.4576589,26,27.1
40.782092,-73.706096,40.735439,-73.591681,18,16.7
40.782092,-73.706096,40.678884,-73.574964,25,25.0
40.782092,-73.706096,40.70123,-73.61954,27,26.3
40.782092,-73.706096,40.706765,-73.680178,23,10.9
40.782092,-73.706096,40.755381,-73.691605,13,5.4
40.782092,-73.706096,40.83834,-73.29381,38,43.1
40.782092,-73.706096,40.701499,-73.717697,19,14.3
40.782092,-73.706096,40.735245,-73.592722,20,17.7
40.782092,-73.706096,40.781565,-73.715914,8,2.3
40.782092,-73.706096,40.663573,-73.698226,24,21.2
40.782092,-73.706096,40.701707,-73.567418,23,21.9
40.782092,-73.706096,40.7820921,-73.7060959,4,0.9
40.782092,-73.706096,40.668213,-73.582394,25,26.4
40.782092,-73.706096,40.6955337,-73.5257994,27,27.8
40.782092,-73.706096,40.739555,-73.638812,21,10.4
40.782092,-73.706096,40.814509,-73.232305,37,45.5
40.782092,-73.706096,40.701707,-73.567418,23,21.9
40.782092,-73.706096,40.771408,-73.641801,15,9.0
40.782092,-73.706096,40.7530309,-73.5649697,21,21.1
40.782092,-73.706096,40.750626,-73.635092,19,11.5
40.782092,-73.706096,40.7718,-73.510222,25,23.3
40.782092,-73.706096,40.771127,-73.828445,20,18.0
40.782092,-73.706096,40.6898952,-73.6886849,22,19.9
40.782092,-73.706096,40.6737124,-73.5081048,28,31.2
40.782092,-73.706096,40.7015691,-73.5673144,23,22.0
40.782092,-73.706096,40.74602,-73.578161,22,17.9
40.782092,-73.706096,40.81399,-73.66153,19,8.3
40.782092,-73.706096,40.71188,-73.790268,21,14.8
40.782092,-73.706096,40.735245,-73.592722,20,17.7
40.782092,-73.706096,40.782092,-73.706096,1,1.0
40.782092,-73.706096,40.739555,-73.638812,21,10.4
40.782092,-73.706096,40.647754,-73.575654,26,27.7
40.782092,-73.706096,40.739555,-73.638812,21,10.4
40.782092,-73.706096,40.663573,-73.698226,24,21.2
40.782092,-73.706096,40.735245,-73.592722,20,17.7
40.782092,-73.706096,40.735245,-73.592722,20,17.7
40.782092,-73.706096,40.749754,-73.504653,27,22.6
40.885881,-73.632051,40.704714,-73.676407,40,26.7
40.885881,-73.632051,40.842016,-73.691137,30,19.2
40.885881,-73.632051,40.78037,-73.23809,47,45.6
40.885881,-73.632051,40.7727856,-73.7005249,29,21.7
40.885881,-73.632051,40.735245,-73.592722,29,21.2
40.885881,-73.632051,40.7925453,-73.6456646,22,13.8
40.885881,-73.632051,40.746001,-73.631292,27,18.3
40.885881,-73.632051,40.657729,-73.584096,35,30.7
40.885881,-73.632051,40.6707248,-73.4243747,43,38.0
40.885881,-73.632051,40.742055,-73.6401,31,19.0
